SP80053ControlDetailIndex,SP80053ID,SP80053ControlFamilyControlDetailID,SP80053ControlDetailID,SP80053ControlDetailEnhancement,SP80053ControlDetailEnhancementID,SP80053ControlDetailEnhancementTitle,SP80053ControlDetailDescription,SP80053ControlDetailAssignment,SP80053ControlDetailTier,SP80053ControlDetailDesignation,SP80053ControlDetailSupplementalGuidance,SP80053ControlDetailReference,SP80053ControlDetailPriority,SP80053ControlDetailAssurance,SP80053ControlDetailBaseline,SP80053ControlDetailBaselineMod,SP80053ControlDetailBaselineHigh,SP80053ControlIndex
636,SP 800-53 IR-4b.,IR-4b.,4b.,0,,,The organization coordinates incident handling activities with contingency planning activities.,,Organization,,,,P1,0,1,1,1,89
848,SP 800-53 PE-6c.,PE-6c.,6c.,0,,,The organization coordinates results of reviews and investigations with the organizational incident response capability.,,Organization,,,,P1,1,1,1,1,115
248,SP 800-53 AU-2b.,AU-2b.,2b.,0,,,The organization coordinates the security audit function with other organizational entities requiring audit-related information to enhance mutual support and to help guide the selection of auditable events;,,Organization,,,,P1,0,1,1,1,29
1211,SP 800-53 SC-18a.,SC-18a.,18a.,0,,,The organization defines acceptable and unacceptable mobile code and mobile code technologies;,,Organization,,,,P2,0,0,1,1,199
1185,SP 800-53 SA-9b.,SA-9b.,9b.,0,,,The organization defines and documents government oversight and user roles and responsibilities with regard  to external information system services.,,Organization,,,,P1,1,1,1,1,170
1143,SP 800-53 SA-3b.,SA-3b.,3b.,0,,,The organization defines and documents information security roles and responsibilities throughout the system development life cycle;,,Organization,,,,P1,1,1,1,1,166
159,SP 800-53 AC-5c.,AC-5c.,5c.,0,,,The organization defines information system access authorizations to support separation of duties.,,Organization,,,,P1,0,0,1,1,5
902,SP 800-53 PM-11a.,PM-11a.,11a.,0,,,"The organization defines mission/business processes with consideration for information security and the resulting risk to organizational operations, organizational assets, individuals, other organizations, and the Nation.",,Organization,,,,,0,0,0,0,145
390,SP 800-53 CM-5,CM-5,5,0,,,"The organization defines, documents, approves, and enforces physical and logical access restrictions associated with changes to the information system.",,Organization,,,,P1,0,0,1,1,56
1420,SP 800-53 SI-4c.2.,SI-4c.2.,4c.2.,0,,,The organization deploys monitoring devices at ad hoc locations within the system to track specific types of transactions of interest to the organization;,,Organization,,,,P1,1,1,1,1,228
1419,SP 800-53 SI-4c.1.,SI-4c.1.,4c.1.,0,,,The organization deploys monitoring devices strategically within the information system to collect organization-determined essential information.,,Organization,,,,P1,1,1,1,1,228
90,SP 800-53 AC-22a.,AC-22a.,22a.,0,,,The organization designates individuals authorized to post information onto a publicly accessible information system;,,Organization,,,,P3,0,1,1,1,20
899,SP 800-53 PM-10b.,PM-10b.,10b.,0,,,The organization designates individuals to fulfill specific roles and responsibilities within the organizational risk management process.,,Organization,,,,,0,0,0,0,144
726,SP 800-53 MA-5c.,MA-5c.,5c.,0,,,The organization designates organizational personnel with required access authorizations and technical competence to supervise the maintenance activities of personnel who do not possess the required access authorizations.,,Organization,,,,P2,0,1,1,1,100
903,SP 800-53 PM-11b.,PM-11b.,11b.,0,,,"The organization determines information protection needs arising from the defined mission/business processes and revises the processes as necessary, until achievable protection needs are obtained.",,Organization,,,,,0,0,0,0,145
1138,SP 800-53 SA-2a.,SA-2a.,2a.,0,,,The organization determines information security requirements for the information system or information system service in mission/business process planning;,,Organization,,,,P1,1,1,1,1,165
380,SP 800-53 CM-3a.,CM-3a.,3a.,0,,,The organization determines the types of changes to the information system that are configuration-controlled;,,Organization,,,,P1,1,0,1,1,54
1139,SP 800-53 SA-2b.,SA-2b.,2b.,0,,,"The organization determines, documents, and allocates the resources required to protect the information system or information system service as part of its capital planning and investment control process.",,Organization,,,,P1,1,1,1,1,165
937,SP 800-53 PM-9a.,PM-9a.,9a.,0,,,"The organization develops a comprehensive strategy to manage risk to organizational operations and assets, individuals, other organizations, and the Nation associated with the operation and use of information systems;",,Organization,,,,,0,0,0,0,143
464,SP 800-53 CP-2a.3.,CP-2a.3.,2a.3.,0,,,"The organization develops a contingency plan for the information system that addresses contingency roles, responsibilities, assigned individuals with contact information;",,Organization,,,,P1,0,1,1,1,64
466,SP 800-53 CP-2a.5.,CP-2a.5.,2a.5.,0,,,"The organization develops a contingency plan for the information system that addresses eventual, full information system restoration without deterioration of the security safeguards originally planned and implemented.",,Organization,,,,P1,0,1,1,1,64
465,SP 800-53 CP-2a.4.,CP-2a.4.,2a.4.,0,,,"The organization develops a contingency plan for the information system that addresses maintaining essential missions and business functions despite an information system disruption, compromise, or failure;",,Organization,,,,P1,0,1,1,1,64
462,SP 800-53 CP-2a.1.,CP-2a.1.,2a.1.,0,,,The organization develops a contingency plan for the information system that dentifies essential missions and business functions and associated contingency requirements;,,Organization,,,,P1,0,1,1,1,64
463,SP 800-53 CP-2a.2.,CP-2a.2.,2a.2.,0,,,"The organization develops a contingency plan for the information system that provides recovery objectives, restoration priorities, and metrics;",,Organization,,,,P1,0,1,1,1,64
332,SP 800-53 CA-7e.,CA-7e.,7e.,0,,,The organization develops a continuous monitoring strategy and implements a continuous monitoring program that includes correlation and analysis of security-related information generated by assessments and monitoring;,,Organization,,,,P2,1,1,1,1,49
330,SP 800-53 CA-7c.,CA-7c.,7c.,0,,,The organization develops a continuous monitoring strategy and implements a continuous monitoring program that includes ongoing security control assessments in accordance with the organizational continuous monitoring strategy;,,Organization,,,,P2,1,1,1,1,49
331,SP 800-53 CA-7d.,CA-7d.,7d.,0,,,The organization develops a continuous monitoring strategy and implements a continuous monitoring program that includes ongoing security status monitoring of organization-defined metrics in accordance with the organizational continuous monitoring strategy;,,Organization,,,,P2,1,1,1,1,49
333,SP 800-53 CA-7f.,CA-7f.,7f.,0,,,The organization develops a continuous monitoring strategy and implements a continuous monitoring program that includes response actions to address results of the analysis of security-related information.,,Organization,,,,P2,1,1,1,1,49
319,SP 800-53 CA-5a.,CA-5a.,5a.,0,,,The organization develops a plan of action and milestones for the information system to document the organization’s planned remedial actions to correct weaknesses or deficiencies noted during the assessment of the security controls and to reduce or eliminate known vulnerabilities in the system.,,Organization,,,,P3,1,1,1,1,47
304,SP 800-53 CA-2a.3.,CA-2a.3.,2a.3.,0,,,"The organization develops a security assessment plan that describes the scope of the assessment including assessment environment, assessment team, and assessment roles and responsibilities;",,Organization,,,,P2,1,1,1,1,45
303,SP 800-53 CA-2a.2.,CA-2a.2.,2a.2.,0,,,The organization develops a security assessment plan that describes the scope of the assessment including assessment procedures to be used to determine security control effectiveness.,,Organization,,,,P2,1,1,1,1,45
302,SP 800-53 CA-2a.1.,CA-2a.1.,2a.1.,0,,,The organization develops a security assessment plan that describes the scope of the assessment including security controls and control enhancements under assessment;,,Organization,,,,P2,1,1,1,1,45
884,SP 800-53 PL-7a.,PL-7a.,7a.,0,,,"The organization develops a security Concept of Operations (CONOPS) for the information system containing at a minimum, how the organization intends to operate the system from the perspective of information security.",,Organization,,,,P0,0,0,0,0,132
863,SP 800-53 PL-2a.,PL-2a.,2a.,0,,,The organization develops a security plan for the information system that ,,Organization,,,,P1,1,1,1,1,130
866,SP 800-53 PL-2a.3.,PL-2a.3.,2a.3.,0,,,The organization develops a security plan for the information system that describes the operational context of the information system in terms of missions and business processes;,,Organization,,,,P1,1,1,1,1,130
871,SP 800-53 PL-2a.8.,PL-2a.8.,2a.8.,0,,,The organization develops a security plan for the information system that describes the security controls in place or planned for meeting those requirements including a rationale for the tailoring decisions.,,Organization,,,,P1,1,1,1,1,130
865,SP 800-53 PL-2a.2.,PL-2a.2.,2a.2.,0,,,The organization develops a security plan for the information system that explicitly defines the authorization boundary for the system;,,Organization,,,,P1,1,1,1,1,130
870,SP 800-53 PL-2a.7.,PL-2a.7.,2a.7.,0,,,"The organization develops a security plan for the information system that identifies any relevant overlays, if applicable;",,Organization,,,,P1,1,1,1,1,130
864,SP 800-53 PL-2a.1.,PL-2a.1.,2a.1.,0,,,The organization develops a security plan for the information system that is consistent with the organization's enterprise architecture;,,Organization,,,,P1,1,1,1,1,130
872,SP 800-53 PL-2a.9.,PL-2a.9.,2a.9.,0,,,The organization develops a security plan for the information system that is reviewed and approved by the authorizing official or designated representative prior to plan implementation;,,Organization,,,,P1,1,1,1,1,130
868,SP 800-53 PL-2a.5.,PL-2a.5.,2a.5.,0,,,The organization develops a security plan for the information system that pescribes the operational environment for the information system and relationships with or connections to other information systems;,,Organization,,,,P1,1,1,1,1,130
869,SP 800-53 PL-2a.6.,PL-2a.6.,2a.6.,0,,,The organization develops a security plan for the information system that provides an overview of the security requirements for the system;,,Organization,,,,P1,1,1,1,1,130
867,SP 800-53 PL-2a.4.,PL-2a.4.,2a.4.,0,,,The organization develops a security plan for the information system that provides the security categorization of the information system including supporting rationale;,,Organization,,,,P1,1,1,1,1,130
934,SP 800-53 PM-7,PM-7,7,0,,,"The organization develops an enterprise architecture with consideration for information security and the resulting risk to organizational operations, organizational assets, individuals, other organizations, and the Nation.",,Organization,,,,,0,0,0,0,141
655,SP 800-53 IR-8a.5.,IR-8a.5.,8a.5.,0,,,The organization develops an incident response plan that defines reportable incidents;,,Organization,,,,P1,0,1,1,1,93
657,SP 800-53 IR-8a.7.,IR-8a.7.,8a.7.,0,,,The organization develops an incident response plan that defines the resources and management support needed to effectively maintain and mature an incident response capability.,,Organization,,,,P1,0,1,1,1,93
652,SP 800-53 IR-8a.2.,IR-8a.2.,8a.2.,0,,,The organization develops an incident response plan that describes the structure and organization of the incident response capability;,,Organization,,,,P1,0,1,1,1,93
654,SP 800-53 IR-8a.4.,IR-8a.4.,8a.4.,0,,,"The organization develops an incident response plan that meets the unique requirements of the organization, which relate to mission, size, structure, and functions;",,Organization,,,,P1,0,1,1,1,93
653,SP 800-53 IR-8a.3.,IR-8a.3.,8a.3.,0,,,The organization develops an incident response plan that provides a high-level approach for how the incident response capability fits into the overall organization;,,Organization,,,,P1,0,1,1,1,93
656,SP 800-53 IR-8a.6.,IR-8a.6.,8a.6.,0,,,The organization develops an incident response plan that provides metrics for measuring the incident response capability within the organization;,,Organization,,,,P1,0,1,1,1,93
651,SP 800-53 IR-8a.1.,IR-8a.1.,8a.1.,0,,,The organization develops an incident response plan that provides the organization with a roadmap for implementing its incident response capability;,,Organization,,,,P1,0,1,1,1,93
892,SP 800-53 PL-8a.3.,PL-8a.3.,8a.3.,0,,,"The organization develops an information security architecture for the information system that describes any information security assumptions about, and dependencies on, external services;",,Organization,,,,P1,1,0,1,1,133
891,SP 800-53 PL-8a.2.,PL-8a.2.,8a.2.,0,,,The organization develops an information security architecture for the information system that describes how the information security architecture is integrated into and supports the enterprise architecture.,,Organization,,,,P1,1,0,1,1,133
890,SP 800-53 PL-8a.1.,PL-8a.1.,8a.1.,0,,,"The organization develops an information security architecture for the information system that describes the overall philosophy, requirements, and approach to be taken with regard to protecting the confidentiality, integrity, and availability of organizational information;",,Organization,,,,P1,1,0,1,1,133
916,SP 800-53 PM-1a.2.,PM-1a.2.,1a.2.,0,,,"The organization develops and disseminates an organization-wide information security program plan that includes the identification and assignment of roles, responsibilities, management commitment, coordination among organizational entities, and compliance;",,Organization,,,,,0,0,0,0,135
918,SP 800-53 PM-1a.4.,PM-1a.4.,1a.4.,0,,,"The organization develops and disseminates an organization-wide information security program plan that is approved by a senior official with responsibility and accountability for the risk being incurred to organizational operations (including mission, functions, image, and reputation), organizational assets, individuals, other organizations, and the Nation",,Organization,,,,,0,0,0,0,135
915,SP 800-53 PM-1a.1.,PM-1a.1.,1a.1.,0,,,The organization develops and disseminates an organization-wide information security program plan that provides an overview of the requirements for the security program and a description of the security program management controls and common controls in place or planned for meeting those requirements;,,Organization,,,,,0,0,0,0,135
917,SP 800-53 PM-1a.3.,PM-1a.3.,1a.3.,0,,,"The organization develops and disseminates an organization-wide information security program plan that reflects coordination among organizational entities responsible for the different aspects of information security (i.e., technical, physical, personnel, cyber-physical).",,Organization,,,,,0,0,0,0,135
977,SP 800-53 PS-6a.,PS-6a.,6a.,0,,,The organization develops and documents access agreements for organizational information systems;,,Organization,,,,P3,1,1,1,1,156
430,SP 800-53 CM-8a.1.,CM-8a.1.,8a.1.,0,,,The organization develops and documents an inventory of information system components that accurately reflects the current information system;,,Organization,,,,P1,1,1,1,1,59
431,SP 800-53 CM-8a.2.,CM-8a.2.,8a.2.,0,,,The organization develops and documents an inventory of information system components that includes all components within the authorization boundary of the information system;,,Organization,,,,P1,1,1,1,1,59
432,SP 800-53 CM-8a.3.,CM-8a.3.,8a.3.,0,,,The organization develops and documents an inventory of information system components that is at the level of granularity deemed necessary for tracking and reporting.,,Organization,,,,P1,1,1,1,1,59
1122,SP 800-53 SA-19a.,SA-19a.,19a.,0,,,The organization develops and implements anti-counterfeit policy and procedures that include the means to detect and prevent counterfeit components from entering the information system.,,Organization,,,,P0,1,0,0,0,180
932,SP 800-53 PM-5,PM-5,5,0,,,The organization develops and maintains an inventory of its information systems.,,Organization,,,,,0,0,0,0,139
815,SP 800-53 PE-2a.,PE-2a.,2a.,0,,,"The organization develops, approves, and maintains a list of individuals with authorized access to the facility where the information system resides;",,Organization,,,,P1,0,1,1,1,111
437,SP 800-53 CM-9a.,CM-9a.,9a.,0,,,"The organization develops, documents, and implements a configuration management plan for the information system that addresses roles, responsibilities, and configuration management processes and procedures;",,Organization,,,,P1,0,0,1,1,60
439,SP 800-53 CM-9c.,CM-9c.,9c.,0,,,"The organization develops, documents, and implements a configuration management plan for the information system that defines the configuration items for the information system and places the configuration items under configuration management.",,Organization,,,,P1,0,0,1,1,60
438,SP 800-53 CM-9b.,CM-9b.,9b.,0,,,"The organization develops, documents, and implements a configuration management plan for the information system that establishes a process for identifying configuration items throughout the system development life cycle and for managing the configuration of the configuration items;",,Organization,,,,P1,0,0,1,1,60
440,SP 800-53 CM-9d.,CM-9d.,9d.,0,,,"The organization develops, documents, and implements a configuration management plan for the information system that protects the configuration management plan from unauthorized disclosure and modification.",,Organization,,,,P1,0,0,1,1,60
358,SP 800-53 CM-2,CM-2,2,0,,,"The organization develops, documents, and maintains under configuration control, a current baseline configuration of the information system.",,Organization,,,,P1,1,1,1,1,53
933,SP 800-53 PM-6,PM-6,6,0,,,"The organization develops, monitors, and reports on the results of information security measures of performance.",,Organization,,,,,0,0,0,0,140
749,SP 800-53 MP-5c.,MP-5c.,5c.,0,,,The organization documents activities associated with the transport of information system media.,,Organization,,,,P1,0,0,1,1,106
210,SP 800-53 AT-4a.,AT-4a.,4a.,0,,,The organization documents and monitors individual information system security training activities including basic security awareness training and specific information system security training.,,Organization,,,,P3,1,1,1,1,27
16,SP 800-53 AC-14b.,AC-14b.,14b.,0,,,"The organization documents and provides supporting rationale in the security plan for the information system, user actions not requiring identification or authentication.",,Organization,,,,P3,0,1,1,1,13
382,SP 800-53 CM-3c.,CM-3c.,3c.,0,,,The organization documents configuration change decisions associated with the information system;,,Organization,,,,P1,1,0,1,1,54
984,SP 800-53 PS-7c.,PS-7c.,7c.,0,,,The organization documents personnel security requirements;,,Organization,,,,P1,1,1,1,1,157
158,SP 800-53 AC-5b.,AC-5b.,5b.,0,,,The organization documents separation of duties of individuals,,Organization,,,,P1,0,0,0,0,5
997,SP 800-53 RA-2b.,RA-2b.,2b.,0,,,The organization documents the security categorization results (including supporting rationale) in the security plan for the information system.,,Organization,,,,P1,0,1,1,1,160
315,SP 800-53 CA-3b.,CA-3b.,3b.,0,,,"The organization documents, for each interconnection, the interface characteristics, security requirements, and the nature of the information communicated.",,Organization,,,,P1,1,1,1,1,46
341,SP 800-53 CA-9b.,CA-9b.,9b.,0,,,"The organization documents, for each internal connection, the interface characteristics, security requirements, and the nature of the information communicated.",,Organization,,,,P2,1,1,1,1,51
770,SP 800-53 MP-8d.,MP-8d.,8d.,0,,,The organization downgrades the identified information system media using the established process.,,Organization,,,,P0,0,0,0,0,109
925,SP 800-53 PM-3b.,PM-3b.,3b.,0,,,The organization employs a business case/Exhibit 300/Exhibit 53 to record the resources required.,,Organization,,,,,0,0,0,0,137
988,SP 800-53 PS-8a.,PS-8a.,8a.,0,,,The organization employs a formal sanctions process for individuals failing to comply with established information security policies and procedures.,,Organization,,,,P3,0,1,1,1,158
781,SP 800-53 PE-12,PE-12,12,0,,,The organization employs and maintains automatic emergency lighting for the information system that activates in the event of a power outage or disruption and that covers emergency exits and evacuation routes within the facility.,,Organization,,,,P1,0,1,1,1,120
783,SP 800-53 PE-13,PE-13,13,0,,,The organization employs and maintains fire suppression and detection devices/systems for the information system that are supported by an independent energy source.,,Organization,,,,P1,0,1,1,1,121
1386,SP 800-53 SI-3a.,SI-3a.,3a.,0,,,The organization employs malicious code protection mechanisms at information system entry and exit points to detect and eradicate malicious code;,,Organization,,,,P1,0,1,1,1,227
758,SP 800-53 MP-6b.,MP-6b.,6b.,0,,,The organization employs sanitization mechanisms with the strength and integrity commensurate with the security category or classification of the information.,,Organization,,,,P1,0,1,1,1,107
1459,SP 800-53 SI-8a.,SI-8a.,8a.,0,,,The organization employs spam protection mechanisms at information system entry and exit points to detect and take action on unsolicited messages.,,Organization,,,,P2,0,0,1,1,232
712,SP 800-53 MA-4c.,MA-4c.,4c.,0,,,The organization employs strong authenticators in the establishment of nonlocal maintenance and diagnostic sessions;,,Organization,,,,P2,0,1,1,1,99
160,SP 800-53 AC-6,AC-6,6,0,,,"The organization employs the principle of least privilege, allowing only authorized accesses for users (or processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.",,Organization,,,,P1,0,0,1,1,6
1015,SP 800-53 RA-5b.1.,RA-5b.1.,5b.1.,0,,,"The organization employs vulnerability scanning tools and techniques that facilitate interoperability among tools and automate parts of the vulnerability management process by using standards for enumerating platforms, software flaws, and improper configurations;",,Organization,,,,P1,1,1,1,1,162
1016,SP 800-53 RA-5b.2.,RA-5b.2.,5b.2.,0,,,The organization employs vulnerability scanning tools and techniques that facilitate interoperability among tools and automate parts of the vulnerability management process by using standards for formatting checklists and test procedures.,,Organization,,,,P1,1,1,1,1,162
1017,SP 800-53 RA-5b.3.,RA-5b.3.,5b.3.,0,,,The organization employs vulnerability scanning tools and techniques that facilitate interoperability among tools and automate parts of the vulnerability management process by using standards for measuring vulnerability impact;,,Organization,,,,P1,1,1,1,1,162
924,SP 800-53 PM-3a.,PM-3a.,3a.,0,,,The organization ensures that all capital planning and investment requests include the resources needed to implement the information security program and documents all exceptions to this requirement;,,Organization,,,,,0,0,0,0,137
814,SP 800-53 PE-20b.,PE-20b.,20b.,0,,,"The organization ensures that asset location technologies are employed in accordance with applicable federal laws, Executive Orders, directives, regulations, policies, standards, and guidance.",,Organization,,,,P0,0,0,0,0,128
503,SP 800-53 CP-7b.,CP-7b.,7b.,0,,,The organization ensures that equipment and supplies required to transfer and resume operations are available at the alternate processing site or contracts are in place to support delivery to the site within the organization-defined time period for transfer/resumption.,,Organization,,,,P1,0,0,1,1,68
979,SP 800-53 PS-6c.1.,PS-6c.1.,6c.1.,0,,,The organization ensures that individuals requiring access to organizational information and information systems sign appropriate access agreements prior to being granted access.,,Organization,,,,P3,1,1,1,1,156
926,SP 800-53 PM-3c.,PM-3c.,3c.,0,,,The organization ensures that information security resources are available for expenditure as planned.,,Organization,,,,,0,0,0,0,137
725,SP 800-53 MA-5b.,MA-5b.,5b.,0,,,The organization ensures that non-escorted personnel performing maintenance on the information system have required access authorizations.,,Organization,,,,P2,0,1,1,1,100
894,SP 800-53 PL-8c.,PL-8c.,8c.,0,,,"The organization ensures that planned information security architecture changes are reflected in the security plan, the security Concept of Operations (CONOPS), and organizational procurements/acquisitions.",,Organization,,,,P1,1,0,1,1,133
504,SP 800-53 CP-7c.,CP-7c.,7c.,0,,,The organization ensures that the alternate processing site provides information security safeguards equivalent to those of the primary site.,,Organization,,,,P1,0,0,1,1,68
495,SP 800-53 CP-6b.,CP-6b.,6b.,0,,,The organization ensures that the alternate storage site provides information security safeguards equivalent to that of the primary site.,,Organization,,,,P1,0,0,1,1,67
323,SP 800-53 CA-6b.,CA-6b.,6b.,0,,,The organization ensures that the authorizing official authorizes the information system for processing before commencing operations.,,Organization,,,,P2,1,1,1,1,48
998,SP 800-53 RA-2c.,RA-2c.,2c.,0,,,The organization Ensures that the authorizing official or authorizing official designated representative reviews and approves the security categorization decision.,,Organization,,,,P1,0,1,1,1,160
768,SP 800-53 MP-8b.,MP-8b.,8b.,0,,,The organization ensures that the information system media downgrading process is commensurate with the security category and/or classification level of the information to be removed and the access authorizations of the potential recipients of the downgraded information;,,Organization,,,,P0,0,0,0,0,109
29,SP 800-53 AC-16b.,AC-16b.,16b.,0,,,The organization ensures that the security attribute associations are made and retained with the information;,,Organization,,,,P0,0,0,0,0,14
1140,SP 800-53 SA-2c.,SA-2c.,2c.,0,,,The organization establishes a discrete line item for information security in organizational programming and budgeting documentation.,,Organization,,,,P1,1,1,1,1,165
724,SP 800-53 MA-5a.,MA-5a.,5a.,0,,,The organization establishes a process for maintenance personnel authorization and maintains a list of authorized maintenance organizations or personnel;,,Organization,,,,P2,0,1,1,1,100
113,SP 800-53 AC-2k.,AC-2k.,2k.,0,,,The organization establishes a process for reissuing shared/group account credentials (if deployed) when individuals are removed from the group.,,Organization,,,,P1,0,1,1,1,2
494,SP 800-53 CP-6a.,CP-6a.,6a.,0,,,The organization establishes an alternate storage site including necessary agreements to permit the storage and retrieval of information system backup information.,,Organization,,,,P1,0,0,1,1,67
905,SP 800-53 PM-13,PM-13,13,0,,,The organization establishes an information security workforce development and improvement program.,,Organization,,,,,0,0,0,0,147
610,SP 800-53 IR-10,IR-10,10,0,,,"The organization establishes an integrated team of forensic/malicious code analysts, tool developers, and real-time operations personnel.",,Organization,,,,P0,0,0,0,0,95
40,SP 800-53 AC-17a.,AC-17a.,17a.,0,,,"The organization establishes and documents usage restrictions, configuration/connection requirements, and implementation guidance for each type of remote access allowed.",,Organization,,,,P1,0,1,1,1,15
911,SP 800-53 PM-15a.,PM-15a.,15a.,0,,,The organization establishes and institutionalizes contact with selected groups and associations within the security community to facilitate ongoing security education and training for organizational personnel;,,Organization,,,,,0,0,0,0,149
912,SP 800-53 PM-15b.,PM-15b.,15b.,0,,,"The organization establishes and institutionalizes contact with selected groups and associations within the security community to maintain currency with recommended security practices, techniques, and technologies.",,Organization,,,,,0,0,0,0,149
913,SP 800-53 PM-15c.,PM-15c.,15c.,0,,,"The organization establishes and institutionalizes contact with selected groups and associations within the security community to share current security-related information including threats, vulnerabilities, and incidents.",,Organization,,,,,0,0,0,0,149
879,SP 800-53 PL-4a.,PL-4a.,4a.,0,,,"The organization establishes and makes readily available to individuals requiring access to the information system, the rules that describe their responsibilities and expected behavior with regard to information and information system usage;",,Organization,,,,P2,1,1,1,1,131
101,SP 800-53 AC-2c,AC-2c,2c,0,,,The organization establishes conditions for group and role membership,,Organization,,,,P1,0,1,1,1,2
982,SP 800-53 PS-7a.,PS-7a.,7a.,0,,,The organization establishes personnel security requirements including security roles and responsibilities for third-party providers;,,Organization,,,,P1,1,1,1,1,157
947,SP 800-53 PS-2b.,PS-2b.,2b.,0,,,The organization establishes screening criteria for individuals filling those positions.,,Organization,,,,P1,0,1,1,1,152
82,SP 800-53 AC-20a.,AC-20a.,20a.,0,,,"The organization establishes terms and conditions, consistent with any trust relationships established with other organizations owning, operating, and/or maintaining external information systems, allowing authorized individuals to access the information system from external information systems",,Organization,,,,P1,0,1,1,1,18
83,SP 800-53 AC-20b.,AC-20b.,20b.,0,,,"The organization establishes terms and conditions, consistent with any trust relationships established with other organizations owning, operating, and/or maintaining external information systems, allowing authorized individuals to process, store, or transmit organization-controlled information using external information systems.",,Organization,,,,P1,0,1,1,1,18
1212,SP 800-53 SC-18b.,SC-18b.,18b.,0,,,The organization establishes usage restrictions and implementation guidance for acceptable mobile code and mobile code technologies.,,Organization,,,,P2,0,0,1,1,199
1215,SP 800-53 SC-19a.,SC-19a.,19a.,0,,,The organization establishes usage restrictions and implementation guidance for Voice over Internet Protocol (VoIP) technologies based on the potential to cause damage to the information system if used maliciously.,,Organization,,,,P1,0,0,1,1,200
57,SP 800-53 AC-19a.,AC-19a.,19a.,0,,,"The organization establishes usage restrictions, configuration requirements, connection requirements, and implementation guidance for organization-controlled mobile devices.",,Organization,,,,P1,0,1,1,1,17
47,SP 800-53 AC-18a.,AC-18a.,18a.,0,,,"The organization establishes usage restrictions, configuration/connection requirements, and implementation guidance for wireless access",,Organization,,,,P1,0,1,1,1,16
1258,SP 800-53 SC-31b.,SC-31b.,31b.,0,,,The organization estimates the maximum bandwidth of those channels.,,Organization,,,,P0,1,0,0,0,212
87,SP 800-53 AC-21a.,AC-21a.,21a.,0,,,The organization facilitates information sharing by enabling authorized users to determine whether access authorizations assigned to the sharing partner match the access restrictions on the information for [Assignment: organization-defined information sharing circumstance,,Organization,,,,P2,0,0,1,1,19
900,SP 800-53 PM-10c.,PM-10c.,10c.,0,,,The organization fully integrates the security authorization processes into an organization-wide risk management program.,,Organization,,,,,0,0,0,0,144
1428,SP 800-53 SI-5b.,SI-5b.,5b.,0,,,"The organization generates internal security alerts, advisories, and directives as deemed necessary;",,Organization,,,,P1,1,1,1,1,229
1346,SP 800-53 SI-12,SI-12,12,0,,,"The organization handles and retains information within the information system and information output from the system in accordance with applicable federal laws, Executive Orders, directives, policies, regulations, standards, and operational requirements.",,Organization,,,,P2,0,1,1,1,235
1422,SP 800-53 SI-4e.,SI-4e.,4e.,0,,,"The organization heightens the level of information system monitoring activity whenever there is an indication of increased risk to organizational operations and assets, individuals, other organizations, or the Nation based on law enforcement information, intelligence information, or other credible sources of information;",,Organization,,,,P1,1,1,1,1,228
1144,SP 800-53 SA-3c.,SA-3c.,3c.,0,,,The organization identifies individuals having information security roles and responsibilities.,,Organization,,,,P1,1,1,1,1,166
1371,SP 800-53 SI-2a.,SI-2a.,2a.,0,,,"The organization identifies, reports, and corrects information system flaws;",,Organization,,,,P1,0,1,1,1,226
907,SP 800-53 PM-14a.1.,PM-14a.1.,14a.1.,0,,,"The organization implements a process for ensuring that organizational plans for conducting security testing, training, and monitoring activities associated with organizational information systems are developed and maintained.",,Organization,,,,,0,0,0,0,148
908,SP 800-53 PM-14a.2.,PM-14a.2.,14a.2.,0,,,"The organization implements a process for ensuring that organizational plans for conducting security testing, training, and monitoring activities associated with organizational information systems continue to be executed in a timely manner;",,Organization,,,,,0,0,0,0,148
928,SP 800-53 PM-4a.1.,PM-4a.1.,4a.1.,0,,,The organization implements a process for ensuring that plans of action and milestones for the security program and associated organizational information systems are developed and maintained;,,Organization,,,,,0,0,0,0,138
930,SP 800-53 PM-4a.3.,PM-4a.3.,4a.3.,0,,,The organization implements a process for ensuring that plans of action and milestones for the security program and associated organizational information systems are reported in accordance with OMB FISMA reporting requirements.,,Organization,,,,,0,0,0,0,138
929,SP 800-53 PM-4a.2.,PM-4a.2.,4a.2.,0,,,"The organization implements a process for ensuring that plans of action and milestones for the security program and associated organizational information systems document the remedial information security actions to adequately respond to risk to organizational operations and assets, individuals, other organizations, and the Nation.",,Organization,,,,,0,0,0,0,138
1114,SP 800-53 SA-18,SA-18,18,0,,,"The organization implements a tamper protection program for the information system, system component, or information system service.",,Organization,,,,P0,1,0,0,0,179
914,SP 800-53 PM-16,PM-16,16,0,,,The organization implements a threat awareness program that includes a cross-organization information-sharing capability.,,Organization,,,,,0,0,0,0,150
635,SP 800-53 IR-4a.,IR-4a.,4a.,0,,,"The organization implements an incident handling capability for security incidents that includes preparation, detection and analysis, containment, eradication, and recovery;",,Organization,,,,P1,0,1,1,1,89
904,SP 800-53 PM-12,PM-12,12,0,,,The organization implements an insider threat program that includes a cross-discipline insider threat incident handling team.,,Organization,,,,,0,0,0,0,146
383,SP 800-53 CM-3d.,CM-3d.,3d.,0,,,The organization implements approved configuration-controlled changes to the information system;,,Organization,,,,P1,1,0,1,1,54
